2025-01-29 14:04:57 - $GPCHC,2351,299108.00,0.00,0.24,1.80,0.48,-0.09,0.05,-0.0313,0.0041,0.9947,38.69218933,35.62017854,1426.54,1.128,-0.652,0.379,1.303,14,0,61,0,0002*4A


2025-01-29 14:04:58 - $GPCHC,2351,299109.00,0.00,0.15,1.92,0.46,0.04,0.05,-0.0335,0.0027,0.9965,38.69215596,35.62019873,1421.63,0.873,-0.642,0.091,1.084,15,0,61,0,0002*69


2025-01-29 14:04:59 - $GPCHC,2351,299110.00,0.00,0.15,1.90,0.50,-0.03,0.04,-0.0331,0.0027,0.9978,38.69212996,35.62025895,1422.32,0.613,-0.507,-0.056,0.796,15,0,61,0,0002*65


2025-01-29 14:05:00 - $GPCHC,2351,299111.00,0.00,0.19,1.85,0.51,-0.11,0.05,-0.0323,0.0032,0.9971,38.69211900,35.62026311,1421.47,0.226,-0.297,-0.218,0.373,13,0,61,0,0002*65


2025-01-29 14:05:01 - $GPCHC,2351,299112.00,0.00,0.18,1.76,0.42,-0.04,0.07,-0.0305,0.0031,0.9954,38.69209394,35.62028696,1421.19,-0.278,0.029,-0.621,0.279,13,0,61,0,0002*67


2025-01-29 14:05:02 - $GPCHC,2351,299113.00,0.00,0.19,1.82,0.50,-0.12,0.00,-0.0317,0.0033,1.0002,38.69206081,35.62033863,1421.96,-0.396,0.099,-0.463,0.408,14,0,61,0,0002*64


2025-01-29 14:05:03 - $GPCHC,2351,299114.00,0.00,0.23,1.74,0.48,-0.20,0.08,-0.0304,0.0040,0.9990,38.69199552,35.62043148,1421.00,0.066,0.057,0.316,0.088,16,0,61,0,0002*6C


2025-01-29 14:05:04 - $GPCHC,2351,299115.00,0.00,0.23,1.71,0.51,-0.05,0.08,-0.0299,0.0040,1.0015,38.69194138,35.62050789,1419.52,0.311,0.137,0.624,0.340,15,0,61,0,0002*6A


2025-01-29 14:05:05 - $GPCHC,2351,299116.00,0.00,0.33,1.56,0.54,-0.22,0.10,-0.0274,0.0057,1.0028,38.69188845,35.62058070,1417.13,0.088,0.115,0.587,0.145,16,0,61,0,0002*6E


2025-01-29 14:05:06 - $GPCHC,2351,299117.00,0.00,0.16,1.89,0.48,0.01,0.08,-0.0329,0.0027,0.9980,38.69183138,35.62066996,1419.68,0.084,0.243,0.428,0.257,17,0,61,0,0002*40


2025-01-29 14:05:07 - $GPCHC,2351,299118.00,0.00,0.27,1.61,0.51,-0.13,0.05,-0.0283,0.0047,1.0047,38.69179217,35.62071210,1417.31,-0.240,0.173,0.082,0.295,16,0,61,0,0002*4B


2025-01-29 14:05:08 - $GPCHC,2351,299119.00,0.00,0.16,1.91,0.42,-0.07,0.06,-0.0332,0.0027,0.9956,38.69176135,35.62077894,1420.15,-0.377,0.090,-0.569,0.388,16,0,61,0,0002*68


2025-01-29 14:05:09 - $GPCHC,2351,299120.00,0.00,0.23,1.64,0.52,-0.20,-0.01,-0.0287,0.0040,1.0042,38.69172914,35.62085058,1426.63,-0.194,-0.064,-0.661,0.204,16,0,61,0,0002*60


2025-01-29 14:05:10 - $GPCHC,2351,299121.00,0.00,0.26,1.70,0.53,-0.11,0.02,-0.0297,0.0045,1.0020,38.69169480,35.62094327,1433.01,-0.294,-0.135,-0.701,0.324,16,0,61,0,0002*4F


2025-01-29 14:05:11 - $GPCHC,2351,299122.00,0.00,0.33,1.58,0.53,-0.12,0.00,-0.0277,0.0058,1.0033,38.69169661,35.62098948,1437.52,-0.163,-0.115,-0.634,0.200,16,0,61,0,0002*4A


2025-01-29 14:05:12 - $GPCHC,2351,299123.00,0.00,0.36,1.56,0.54,-0.18,0.10,-0.0272,0.0064,1.0014,38.69168111,35.62100916,1437.09,0.023,-0.240,-0.296,0.241,15,0,61,0,0002*66


2025-01-29 14:05:13 - $GPCHC,2351,299124.00,0.00,0.37,1.54,0.54,-0.18,0.02,-0.0269,0.0065,1.0000,38.69165779,35.62102371,1439.10,-0.537,-0.125,-1.042,0.551,15,0,61,0,0002*44


2025-01-29 14:05:14 - $GPCHC,2351,299125.00,0.00,0.34,1.61,0.51,-0.17,0.07,-0.0280,0.0059,0.9979,38.69166229,35.62101655,1440.97,0.656,-0.292,0.511,0.718,17,0,61,0,0002*4E


2025-01-29 14:05:15 - $GPCHC,2351,299126.00,0.00,0.21,1.84,0.42,0.01,0.08,-0.0321,0.0036,0.9979,38.69167912,35.62104751,1445.60,0.295,-0.139,0.443,0.326,16,0,61,0,0002*6E


2025-01-29 14:05:16 - $GPCHC,2351,299127.00,0.00,0.22,1.76,0.48,-0.02,0.05,-0.0308,0.0038,1.0014,38.69167724,35.62105962,1446.58,0.569,0.029,0.856,0.570,17,0,61,0,0002*6E


2025-01-29 14:05:17 - $GPCHC,2351,299128.00,0.00,0.26,1.83,0.54,-0.09,0.07,-0.0320,0.0046,1.0004,38.69164439,35.62109494,1447.73,0.475,0.119,1.160,0.489,19,0,61,0,0002*6F


2025-01-29 14:05:18 - $GPCHC,2351,299129.00,0.00,0.22,1.75,0.50,-0.12,0.10,-0.0307,0.0038,1.0024,38.69163014,35.62111891,1447.96,0.116,0.323,0.720,0.343,19,0,61,0,0002*6B


2025-01-29 14:05:19 - $GPCHC,2351,299130.00,0.00,0.26,1.71,0.49,-0.12,0.07,-0.0299,0.0045,0.9989,38.69160902,35.62113049,1445.98,-0.346,0.343,0.160,0.487,17,0,61,0,0002*46


2025-01-29 14:05:20 - $GPCHC,2351,299131.00,0.00,0.25,1.71,0.53,-0.11,0.01,-0.0299,0.0043,0.9996,38.69160902,35.62113049,1445.98,-0.346,0.343,0.160,0.487,18,0,61,0,0002*4D


2025-01-29 14:05:21 - $GPCHC,2351,299132.00,0.00,0.26,1.74,0.52,-0.07,0.06,-0.0303,0.0045,0.9990,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,19,0,00,0,0002*58


2025-01-29 14:05:22 - $GPCHC,2351,299133.00,0.00,0.26,1.73,0.49,-0.09,0.04,-0.0302,0.0045,0.9991,38.69155982,35.62123526,1451.53,-0.731,0.418,-0.525,0.842,15,0,61,0,0002*65


2025-01-29 14:05:23 - $GPCHC,2351,299134.00,0.00,0.26,1.73,0.46,-0.11,0.07,-0.0302,0.0045,0.9988,38.69148760,35.62130704,1449.76,-0.909,0.298,-0.685,0.956,11,0,61,0,0002*6D


