2025-01-29 14:07:40 - $GPCHC,2351,299271.00,0.00,0.25,1.71,0.49,-0.10,0.04,-0.0298,0.0044,0.9990,38.69186517,35.62082432,1440.48,-0.294,-0.297,-0.069,0.417,12,0,61,0,0002*41

2025-01-29 14:07:41 - $GPCHC,2351,299272.00,0.00,0.26,1.72,0.50,-0.06,0.02,-0.0301,0.0045,0.9992,38.69187402,35.62082266,1439.24,0.018,-0.399,0.128,0.399,13,0,61,0,0002*43

2025-01-29 14:07:42 - $GPCHC,2351,299273.00,0.00,0.26,1.73,0.44,-0.09,0.07,-0.0302,0.0045,0.9993,38.69185586,35.62082525,1439.58,-0.059,-0.384,0.204,0.388,13,0,61,0,0002*63

2025-01-29 14:07:43 - $GPCHC,2351,299274.00,0.00,0.25,1.72,0.45,-0.09,-0.00,-0.0300,0.0044,1.0001,38.69183242,35.62081917,1441.07,0.155,-0.180,0.113,0.237,13,0,61,0,0002*60

2025-01-29 14:07:44 - $GPCHC,2351,299275.00,0.00,0.26,1.70,0.48,-0.14,0.04,-0.0297,0.0045,0.9992,38.69181735,35.62084822,1441.89,-0.183,0.269,-0.428,0.326,12,0,61,0,0002*61

2025-01-29 14:07:45 - $GPCHC,2351,299276.00,0.00,0.26,1.74,0.48,-0.08,0.00,-0.0303,0.0046,0.9988,38.69181284,35.62087259,1450.13,-1.132,0.846,-2.511,1.413,11,0,61,0,0002*64

2025-01-29 14:07:46 - $GPCHC,2351,299277.00,0.00,0.25,1.73,0.51,-0.09,0.08,-0.0302,0.0044,0.9987,38.69230539,35.61986204,1427.53,1.232,-0.817,-0.760,1.479,11,0,61,0,0002*6E

2025-01-29 14:07:47 - $GPCHC,2351,299278.00,0.00,0.25,1.73,0.44,-0.10,0.06,-0.0302,0.0043,0.9993,38.69231283,35.61984830,1423.26,0.875,-0.799,-0.461,1.185,12,0,61,0,0002*69

2025-01-29 14:07:48 - $GPCHC,2351,299279.00,0.00,0.25,1.71,0.48,-0.07,0.04,-0.0298,0.0043,0.9992,38.69237021,35.61973804,1424.96,0.163,-0.118,0.045,0.201,11,0,61,0,0002*4D

2025-01-29 14:07:49 - $GPCHC,2351,299280.00,0.00,0.25,1.73,0.47,-0.14,0.05,-0.0302,0.0043,0.9988,38.69237298,35.61973619,1425.09,-0.362,0.330,-0.526,0.490,10,0,61,0,0002*60

2025-01-29 14:07:50 - $GPCHC,2351,299281.00,0.00,0.24,1.73,0.49,-0.09,0.02,-0.0302,0.0042,0.9993,38.69238639,35.61993330,1431.52,-0.529,-0.117,-0.457,0.542,10,0,61,0,0002*4F

2025-01-29 14:07:51 - $GPCHC,2351,299282.00,0.00,0.25,1.73,0.45,-0.09,0.03,-0.0302,0.0044,0.9995,38.69246814,35.62080902,1473.77,-0.277,-0.050,-0.153,0.282,11,0,61,0,0002*4F

2025-01-29 14:07:52 - $GPCHC,2351,299283.00,0.00,0.25,1.73,0.50,-0.07,0.04,-0.0302,0.0044,0.9988,38.69246321,35.62080668,1473.71,-0.103,0.352,-0.415,0.367,10,0,61,0,0002*67

2025-01-29 14:07:53 - $GPCHC,2351,299284.00,0.00,0.25,1.73,0.48,-0.12,0.05,-0.0301,0.0043,0.9979,38.69245817,35.62007883,1440.68,0.189,0.023,-0.211,0.191,15,0,61,0,0002*41

2025-01-29 14:07:54 - $GPCHC,2351,299285.00,0.00,0.27,1.73,0.51,-0.09,0.02,-0.0301,0.0048,1.0005,38.69246837,35.61993681,1434.85,0.304,-0.023,-0.060,0.305,12,0,61,0,0002*6A

2025-01-29 14:07:55 - $GPCHC,2351,299286.00,0.00,0.25,1.74,0.49,-0.09,-0.00,-0.0303,0.0044,0.9982,38.69247147,35.61990893,1435.09,0.251,0.070,-0.196,0.261,15,0,61,0,0002*68

2025-01-29 14:07:56 - $GPCHC,2351,299287.00,0.00,0.23,1.73,0.48,-0.10,0.01,-0.0301,0.0041,0.9984,38.69249980,35.61987110,1432.42,0.518,-0.072,-0.059,0.523,9,0,61,0,0002*56

