2025-01-29 15:18:39 - $GPCHC,2351,303530.00,0.00,1.08,3.10,0.44,-0.09,0.04,-0.0541,0.0189,0.9983,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*53

2025-01-29 15:18:40 - $GPCHC,2351,303531.00,0.00,1.08,3.11,0.42,-0.09,-0.02,-0.0542,0.0188,0.9974,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*74

2025-01-29 15:18:41 - $GPCHC,2351,303532.00,0.00,1.07,3.09,0.44,-0.13,0.01,-0.0539,0.0186,0.9984,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*5F

2025-01-29 15:18:42 - $GPCHC,2351,303533.00,0.00,1.08,3.11,0.44,-0.06,-0.02,-0.0542,0.0188,0.9982,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*76

2025-01-29 15:18:43 - $GPCHC,2351,303534.00,0.00,1.06,3.11,0.44,-0.10,0.07,-0.0542,0.0185,0.9981,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*5E

2025-01-29 15:18:44 - $GPCHC,2351,303535.00,0.00,1.07,3.10,0.41,-0.10,0.07,-0.0540,0.0186,0.9978,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*5D

2025-01-29 15:18:45 - $GPCHC,2351,303536.00,0.00,1.06,3.11,0.44,-0.11,0.02,-0.0542,0.0185,0.9976,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*50

2025-01-29 15:18:46 - $GPCHC,2351,303537.00,0.00,1.06,3.11,0.43,-0.08,0.01,-0.0542,0.0184,0.9980,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*55

2025-01-29 15:18:47 - $GPCHC,2351,303538.00,0.00,1.06,3.11,0.45,-0.10,0.02,-0.0542,0.0186,0.9979,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*52

2025-01-29 15:18:48 - $GPCHC,2351,303539.00,0.00,1.07,3.10,0.46,-0.09,0.05,-0.0541,0.0186,0.9980,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*5A

2025-01-29 15:18:49 - $GPCHC,2351,303540.00,0.00,1.07,3.12,0.45,-0.07,0.06,-0.0543,0.0186,0.9977,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*52

2025-01-29 15:19:03 - $GPCHC,2351,303554.00,0.00,1.07,3.11,0.44,-0.11,0.07,-0.0542,0.0187,0.9979,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*5D

2025-01-29 15:19:04 - $GPCHC,2351,303555.00,0.00,1.07,3.10,0.46,-0.06,0.04,-0.0540,0.0187,0.9982,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*5C

2025-01-29 15:19:05 - $GPCHC,2351,303556.00,0.00,1.08,3.09,0.42,-0.08,0.04,-0.0538,0.0188,0.9984,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*54

2025-01-29 15:19:06 - $GPCHC,2351,303557.00,0.00,1.08,3.11,0.46,-0.10,0.02,-0.0542,0.0188,0.9981,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*5F

2025-01-29 15:19:07 - $GPCHC,2351,303558.00,0.00,1.06,3.10,0.45,-0.11,0.07,-0.0541,0.0185,0.9981,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,32,0,00,0,0002*55

2025-01-29 15:19:08 - $GPCHC,2351,303559.00,0.00,1.07,3.11,0.39,-0.09,0.02,-0.0541,0.0187,0.9981,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,31,0,00,0,0002*52

2025-01-29 15:20:10 - $GPCHC,2351,303621.00,0.00,1.07,3.09,0.45,-0.09,0.03,-0.0540,0.0186,0.9982,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,30,0,00,0,0002*5F

2025-01-29 15:20:11 - $GPCHC,2351,303622.00,0.00,1.08,3.10,0.44,-0.14,-0.01,-0.0541,0.0188,0.9981,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,30,0,00,0,0002*75

2025-01-29 15:20:12 - $GPCHC,2351,303623.00,0.00,1.08,3.10,0.46,-0.11,0.03,-0.0542,0.0189,0.9989,0.00000000,0.00000000,0.00,0.000,0.000,0.000,0.000,30,0,00,0,0002*56

